6663.0,
6592.0,
6437.0,
6464.0,
6543.0,
5903.0,
3006.0,
6837.0,
3294.0,
5920.0,
5049.0,
6179.0,
6020.0,
5558.0,
6005.0,
2681.0,
6006.0,
6178.0,
2935.0,
6181.0,
2344.0,
4215.0,
3902.0,
4309.0,
6196.0,
4232.0,
2386.0,
3908.0,
6643.0,
5911.0,
4902.0,
5900.0,
3394.0,
5825.0,
2912.0,
2163.0,
4532.0,
5773.0,
2398.0,
4325.0,
2647.0,
4193.0,
3268.0,
3621.0,
5494.0,
5988.0,
2240.0,
2240.0,
2487.0,
4347.0,
5750.0,
6479.0,
5398.0,
3933.0,
6077.0,
6077.0,
6433.0,
3405.0,
5691.0,
6107.0,
3970.0,
5823.0,
6214.0,
2840.0,
5467.0,
3631.0,
4689.0,
5556.0,
6295.0,
2229.0,
3651.0,
1931.0,
5416.0,
4914.0,
6473.0,
6222.0,
4389.0,
5673.0,
6106.0,
6106.0,
4510.0,
2650.0,
6545.0,
5513.0,
6124.0,
5938.0,
5007.0,
5554.0,
2810.0,
3275.0,
5176.0,
1992.0,
3323.0,
4930.0,
4293.0,
5906.0,
2010.0,
2010.0,
5135.0,
2753.0,
6060.0,
3059.0,
3722.0,
3404.0,
5756.0,
2273.0,
3432.0,
5354.0,
3601.0,
6398.0,
6095.0,
6147.0,
3250.0,
4668.0,
6420.0,
5908.0,
5381.0,
5617.0,
2222.0,
5698.0,
1933.0,
4583.0,
3814.0,
3312.0,
3203.0,
3072.0,
5715.0,
5597.0,
5927.0,
3800.0,
5943.0,
6026.0,
4234.0,
4532.0,
3266.0,
4198.0,
2601.0,
2702.0,
3928.0,
4393.0,
3601.0,
5563.0,
4118.0,
5392.0,
4830.0,
3065.0,
5493.0,
4888.0,
5222.0,
5995.0,
3181.0,
6517.0,
2637.0,
2780.0,
2577.0,
2756.0,
3115.0,
2253.0,
5283.0,
4482.0,
4959.0,
4820.0,
2938.0,
3500.0,
5783.0,
3602.0,
2535.0,
6011.0,
5265.0,
6213.0,
6219.0,
4472.0,
4086.0,
5954.0,
5954.0,
3377.0,
5424.0,
5526.0,
5381.0,
5173.0,
5921.0,
3700.0,
5340.0,
6067.0,
5479.0,
5679.0,
5629.0,
5422.0,
6346.0,
5759.0,
5980.0,
5651.0,
5080.0,
6024.0,
3060.0,
3428.0,
3537.0,
5525.0,
4929.0,
5300.0,
3709.0,
5876.0,
3526.0,
5552.0,
5736.0,
4119.0,
5711.0,
5711.0,
3836.0,
4848.0,
5541.0,
5541.0,
5000.0,
4565.0,
3578.0,
5433.0,
3422.0,
6027.0,
4845.0,
4936.0,
5828.0,
2782.0,
6257.0,
3471.0,
4907.0,
6012.0,
3880.0,
6143.0,
5468.0,
3192.0,
5877.0,
5161.0,
5161.0,
6285.0,
5753.0,
5529.0,
3896.0,
4751.0,
5912.0,
4718.0,
6009.0,
5936.0,
6054.0,
5396.0,
3535.0,
4703.0,
5892.0,
5336.0,
5041.0,
5095.0,
5611.0,
3342.0,
5143.0,
5831.0,
5668.0,
5994.0,
4699.0,
5740.0,
5572.0,
5570.0,
2923.0,
6105.0,
5945.0,
5757.0,
5222.0,
1638.0,
5541.0,
5116.0,
5994.0,
4018.0,
5060.0,
5913.0,
5692.0,
4936.0,
5451.0,
5873.0,
4241.0,
5280.0,
5280.0,
2727.0,
6185.0,
5203.0,
4322.0,
5244.0,
5563.0,
5628.0,
5457.0,
5457.0,
6119.0,
6119.0,
6119.0,
6119.0,
5398.0,
4822.0,
5658.0,
5729.0,
4546.0,
5666.0,
5488.0,
3462.0,
5782.0,
1753.0,
4287.0,
5518.0,
1943.0,
4948.0,
5839.0,
3148.0,
5833.0,
4777.0,
5567.0,
5785.0,
5785.0,
4853.0,
5862.0,
5413.0,
5560.0,
5560.0,
5640.0,
5640.0,
3496.0,
6109.0,
6241.0,
5524.0,
4618.0,
5482.0,
2898.0,
5689.0,
5232.0,
5876.0,
4995.0,
5787.0,
3937.0,
4844.0,
5723.0,
5558.0,
5820.0,
3199.0,
4458.0,
5305.0,
5305.0,
5305.0,
5305.0,
5338.0,
3548.0,
5729.0,
5729.0,
5729.0,
5729.0,
5089.0,
5559.0,
5559.0,
5559.0,
5559.0,
5559.0,
5559.0,
5329.0,
5902.0,
5644.0,
5385.0,
3666.0,
5620.0,
3209.0,
1960.0,
5164.0,
4909.0,
5892.0,
5892.0,
5631.0,
6024.0,
5418.0,
5819.0,
4712.0,
5902.0,
5902.0,
4925.0,
5540.0,
2275.0,
3890.0,
5349.0,
5178.0,
5486.0,
5481.0,
5179.0,
5602.0,
4680.0,
5827.0,
5855.0,
5855.0,
5660.0,
5525.0,
5525.0,
5525.0,
5525.0,
3782.0,
5432.0,
5698.0,
5704.0,
5399.0,
5399.0,
5188.0,
4654.0,
2182.0,
5332.0,
5713.0,
4949.0,
4004.0,
5777.0,
5777.0,
5777.0,
5775.0,
5944.0,
5909.0,
4575.0,
3827.0,
5606.0,
5892.0,
3621.0,
5194.0,
5773.0,
5650.0,
5905.0,
5447.0,
5348.0,
6029.0,
5189.0,
5144.0,
5785.0,
4463.0,
5055.0,
5761.0,
4560.0,
5458.0,
5458.0,
5849.0,
5849.0,
5849.0,
5849.0,
5849.0,
5849.0,
5849.0,
5351.0,
4905.0,
5981.0,
4406.0,
4215.0,
5712.0,
5218.0,
5218.0,
5645.0,
4622.0,
5925.0,
5655.0,
5655.0,
6028.0,
5642.0,
5642.0,
5642.0,
5642.0,
5642.0,
5725.0,
5094.0,
5743.0,
5743.0,
5774.0,
5774.0,
5472.0,
5472.0,
5472.0,
5472.0,
5472.0,
5875.0,
5875.0,
5573.0,
5061.0,
5518.0,
3061.0,
4321.0,
5230.0,
5749.0,
5749.0,
5561.0,
2515.0,
3624.0,
5484.0,
5484.0,
5558.0,
5390.0,
5830.0,
5660.0,
5660.0,
3538.0,
5784.0,
5469.0,
2265.0,
3960.0,
1586.0,
5331.0,
5298.0,
5428.0,
5815.0,
5815.0,
3243.0,
5217.0,
5430.0,
5645.0,
5645.0,
1342.0,
5262.0,
5363.0,
5689.0,
2320.0,
5092.0,
5092.0,
5138.0,
4593.0,
5519.0,
5519.0,
4963.0,
5363.0,
5058.0,
4959.0,
3732.0,
5732.0,
5483.0,
3104.0,
5676.0,
5676.0,
3689.0,
5808.0,
5312.0,
5076.0,
3493.0,
4567.0,
5872.0,
5872.0,
5872.0,
5297.0,
5465.0,
6004.0,
6004.0,
5702.0,
5702.0,
4796.0,
5198.0,
5690.0,
5690.0,
5690.0,
5340.0,
4886.0,
4761.0,
5857.0,
5822.0,
5822.0,
5519.0,
5690.0,
5690.0,
5388.0,
5388.0,
5388.0,
5644.0,
5986.0,
5601.0,
5601.0,
5601.0,
5601.0,
5601.0,
5601.0,
5601.0,
5748.0,
5748.0,
5748.0,
5139.0,
5139.0,
5702.0,
5575.0,
5733.0,
5733.0,
5880.0,
4902.0,
5431.0,
5431.0,
5431.0,
5431.0,
5431.0,
5431.0,
5431.0,
5431.0,
5431.0,
5578.0,
5578.0,
5578.0,
1513.0,
4579.0,
5059.0,
5531.0,
5747.0,
5117.0,
5430.0,
